subject,body,urls,label
Project Milestones Update,"This message contains important information about the upcoming schedule and deliverables for our project. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. Please check the attached files for more details and add your comments to the shared document by EOD. For questions, reach out to the project lead or reply to this email and someone will assist you.",0,0
Client Feedback Summary,"As a reminder, all timesheets must be submitted by Friday to ensure accurate payroll processing. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective.",0,0
Security Alert: Account Compromised,Unauthorized login attempts were detected; verify your identity to prevent further access. Security alert: please reset your credentials immediately to prevent data exposure. Click the link below to immediately secure your account and confirm your identity within 24 hours. We detected unusual activity and require you to verify your recent transactions via the secure portal. You have been specially selected for an exclusive offer; click to finalize your acceptance. Your payment could not be processed; update your billing information to avoid service interruption. If you do not act now your account will be limited. Follow the link to resolve this issue. Recent transaction: -$101 at Subscription Service. http://malicious.example/7693 http://malicious.example/6767 http://malicious.example/4567,3,1
Claim Your Gift Card,Your payment could not be processed; update your billing information to avoid service interruption. We detected unusual activity and require you to verify your recent transactions via the secure portal. Unauthorized login attempts were detected; verify your identity to prevent further access. Your payment could not be processed; update your billing information to avoid service interruption. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/6157 http://malicious.example/1628,2,1
Lunch Invitation,We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. The marketing team has compiled the latest campaign metrics and insights which are included below for your review. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary.,0,0
Security Alert: Account Compromised,Click the link below to immediately secure your account and confirm your identity within 24 hours. Failure to respond within the specified timeframe may result in temporary suspension of your account. Your payment could not be processed; update your billing information to avoid service interruption. You have been specially selected for an exclusive offer; click to finalize your acceptance. Unauthorized login attempts were detected; verify your identity to prevent further access. An important document requires your confirmation; access it through the link provided to avoid penalties. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/3901,1,1
Training Session Invitation,"We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. For questions, reach out to the project lead or reply to this email and someone will assist you.",0,0
Urgent: Update Your Password,We detected unusual activity and require you to verify your recent transactions via the secure portal. Failure to respond within the specified timeframe may result in temporary suspension of your account. Claim your reward now by providing your details; limited slots are available and verification is required. Failure to respond within the specified timeframe may result in temporary suspension of your account. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/5009,1,1
Client Feedback Summary,"This message contains important information about the upcoming schedule and deliverables for our project. The vendor provided the requested materials and timelines; please comment if there are any discrepancies. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. For questions, reach out to the project lead or reply to this email and someone will assist you.",0,0
Client Feedback Summary,"The vendor provided the requested materials and timelines; please comment if there are any discrepancies. As a reminder, all timesheets must be submitted by Friday to ensure accurate payroll processing. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective.",0,0
Payment Failed,"Unauthorized login attempts were detected; verify your identity to prevent further access. Security alert: please reset your credentials immediately to prevent data exposure. An important document requires your confirmation; access it through the link provided to avoid penalties. You have been specially selected for an exclusive offer; click to finalize your acceptance. To receive your package or prize, provide confirmation with valid personal details on the linked form. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/4449 http://malicious.example/4943",2,1
Office Maintenance Notice,"This message contains important information about the upcoming schedule and deliverables for our project. The vendor provided the requested materials and timelines; please comment if there are any discrepancies. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. The marketing team has compiled the latest campaign metrics and insights which are included below for your review. Please check the attached files for more details and add your comments to the shared document by EOD.",0,0
Verify Your Identity Now,Security alert: please reset your credentials immediately to prevent data exposure. Your payment could not be processed; update your billing information to avoid service interruption. An important document requires your confirmation; access it through the link provided to avoid penalties. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/8588,1,1
Lunch Invitation,"This message contains important information about the upcoming schedule and deliverables for our project. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. This message contains important information about the upcoming schedule and deliverables for our project.",0,0
Lunch Invitation,"We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective. As a reminder, all timesheets must be submitted by Friday to ensure accurate payroll processing. The vendor provided the requested materials and timelines; please comment if there are any discrepancies. This message contains important information about the upcoming schedule and deliverables for our project. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. This message contains important information about the upcoming schedule and deliverables for our project. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. Please check the attached files for more details and add your comments to the shared document by EOD. For questions, reach out to the project lead or reply to this email and someone will assist you.",0,0
Unauthorized Access Attempt Detected,Claim your reward now by providing your details; limited slots are available and verification is required. Failure to respond within the specified timeframe may result in temporary suspension of your account. Click the link below to immediately secure your account and confirm your identity within 24 hours. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/9733,1,1
Reset Your Password Immediately,Claim your reward now by providing your details; limited slots are available and verification is required. Your payment could not be processed; update your billing information to avoid service interruption. Click the link below to immediately secure your account and confirm your identity within 24 hours. Security alert: please reset your credentials immediately to prevent data exposure. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/7299 http://malicious.example/1781,2,1
Client Call Reminder,"Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective. Please see the attached document and review the proposed changes before the end of the week. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. The vendor provided the requested materials and timelines; please comment if there are any discrepancies. The marketing team has compiled the latest campaign metrics and insights which are included below for your review. Please check the attached files for more details and add your comments to the shared document by EOD.",0,0
Urgent: Update Your Password,We detected unusual activity and require you to verify your recent transactions via the secure portal. Your payment could not be processed; update your billing information to avoid service interruption. Your payment could not be processed; update your billing information to avoid service interruption. An important document requires your confirmation; access it through the link provided to avoid penalties. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/6224 http://malicious.example/2196,2,1
Training Session Invitation,"Please see the attached document and review the proposed changes before the end of the week. We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. The vendor provided the requested materials and timelines; please comment if there are any discrepancies. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. For questions, reach out to the project lead or reply to this email and someone will assist you.",0,0
Exclusive Offer: Limited Time Reward,"Click the link below to immediately secure your account and confirm your identity within 24 hours. To receive your package or prize, provide confirmation with valid personal details on the linked form. You have been specially selected for an exclusive offer; click to finalize your acceptance. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/1853",1,1
Confirm Your Email,We detected unusual activity and require you to verify your recent transactions via the secure portal. Security alert: please reset your credentials immediately to prevent data exposure. An important document requires your confirmation; access it through the link provided to avoid penalties. Your payment could not be processed; update your billing information to avoid service interruption. Claim your reward now by providing your details; limited slots are available and verification is required. If you do not act now your account will be limited. Follow the link to resolve this issue. Recent transaction: -$249 at Online Store. http://malicious.example/7744 http://malicious.example/3130,2,1
Weekly Report,"Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. The vendor provided the requested materials and timelines; please comment if there are any discrepancies. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. Please see the attached document and review the proposed changes before the end of the week. The marketing team has compiled the latest campaign metrics and insights which are included below for your review.",1,0
Performance Summary,"We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. This message contains important information about the upcoming schedule and deliverables for our project. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits.",1,0
Policy Update Notification,"Please see the attached document and review the proposed changes before the end of the week. The marketing team has compiled the latest campaign metrics and insights which are included below for your review. We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective. This message contains important information about the upcoming schedule and deliverables for our project. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits.",0,0
Confirm Your Email,Failure to respond within the specified timeframe may result in temporary suspension of your account. Unauthorized login attempts were detected; verify your identity to prevent further access. We detected unusual activity and require you to verify your recent transactions via the secure portal. If you do not act now your account will be limited. Follow the link to resolve this issue. Recent transaction: -$482 at Online Store. http://malicious.example/5232 http://malicious.example/8989 http://malicious.example/3795,3,1
Confirm Your Email,An important document requires your confirmation; access it through the link provided to avoid penalties. Click the link below to immediately secure your account and confirm your identity within 24 hours. Your payment could not be processed; update your billing information to avoid service interruption. An important document requires your confirmation; access it through the link provided to avoid penalties. Your payment could not be processed; update your billing information to avoid service interruption. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/1654 http://malicious.example/7054,2,1
Training Session Invitation,"As a reminder, all timesheets must be submitted by Friday to ensure accurate payroll processing. The marketing team has compiled the latest campaign metrics and insights which are included below for your review. This message contains important information about the upcoming schedule and deliverables for our project. As a reminder, all timesheets must be submitted by Friday to ensure accurate payroll processing. We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective. Please check the attached files for more details and add your comments to the shared document by EOD.",0,0
Holiday Schedule,We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. The marketing team has compiled the latest campaign metrics and insights which are included below for your review. The vendor provided the requested materials and timelines; please comment if there are any discrepancies. The vendor provided the requested materials and timelines; please comment if there are any discrepancies. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. This message contains important information about the upcoming schedule and deliverables for our project. The vendor provided the requested materials and timelines; please comment if there are any discrepancies. Please check the attached files for more details and add your comments to the shared document by EOD.,1,0
Unauthorized Access Attempt Detected,Security alert: please reset your credentials immediately to prevent data exposure. Security alert: please reset your credentials immediately to prevent data exposure. Unauthorized login attempts were detected; verify your identity to prevent further access. An important document requires your confirmation; access it through the link provided to avoid penalties. Unauthorized login attempts were detected; verify your identity to prevent further access. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/5840,1,1
Report Attached,"As a reminder, all timesheets must be submitted by Friday to ensure accurate payroll processing. The vendor provided the requested materials and timelines; please comment if there are any discrepancies. As a reminder, all timesheets must be submitted by Friday to ensure accurate payroll processing. The vendor provided the requested materials and timelines; please comment if there are any discrepancies. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective. Please check the attached files for more details and add your comments to the shared document by EOD. For questions, reach out to the project lead or reply to this email and someone will assist you.",0,0
Office Maintenance Notice,"Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. As a reminder, all timesheets must be submitted by Friday to ensure accurate payroll processing. Please see the attached document and review the proposed changes before the end of the week. We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective. This message contains important information about the upcoming schedule and deliverables for our project. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. This message contains important information about the upcoming schedule and deliverables for our project. Please check the attached files for more details and add your comments to the shared document by EOD. For questions, reach out to the project lead or reply to this email and someone will assist you.",0,0
Security Alert: Account Compromised,Your payment could not be processed; update your billing information to avoid service interruption. Claim your reward now by providing your details; limited slots are available and verification is required. Unauthorized login attempts were detected; verify your identity to prevent further access. Claim your reward now by providing your details; limited slots are available and verification is required. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/7653,1,1
Lunch Invitation,"We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits.",0,0
Urgent: Update Your Password,You have been specially selected for an exclusive offer; click to finalize your acceptance. Your payment could not be processed; update your billing information to avoid service interruption. Unauthorized login attempts were detected; verify your identity to prevent further access. You have been specially selected for an exclusive offer; click to finalize your acceptance. An important document requires your confirmation; access it through the link provided to avoid penalties. Failure to respond within the specified timeframe may result in temporary suspension of your account. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/3250 http://malicious.example/7228,2,1
Training Session Invitation,We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. The marketing team has compiled the latest campaign metrics and insights which are included below for your review. Please check the attached files for more details and add your comments to the shared document by EOD.,0,0
You Won a Prize!,Unauthorized login attempts were detected; verify your identity to prevent further access. Your payment could not be processed; update your billing information to avoid service interruption. Unauthorized login attempts were detected; verify your identity to prevent further access. If you do not act now your account will be limited. Follow the link to resolve this issue. Recent transaction: -$279 at Unknown Merchant. http://malicious.example/3969,1,1
Policy Update Notification,"We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective. The marketing team has compiled the latest campaign metrics and insights which are included below for your review. Please see the attached document and review the proposed changes before the end of the week. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. As a reminder, all timesheets must be submitted by Friday to ensure accurate payroll processing. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. Please check the attached files for more details and add your comments to the shared document by EOD.",0,0
Training Session Invitation,The vendor provided the requested materials and timelines; please comment if there are any discrepancies. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. Please see the attached document and review the proposed changes before the end of the week. Please check the attached files for more details and add your comments to the shared document by EOD.,0,0
Exclusive Offer: Limited Time Reward,Security alert: please reset your credentials immediately to prevent data exposure. We detected unusual activity and require you to verify your recent transactions via the secure portal. Click the link below to immediately secure your account and confirm your identity within 24 hours. If you do not act now your account will be limited. Follow the link to resolve this issue. Recent transaction: -$244 at Online Store. http://malicious.example/6146,1,1
Invoice Details,"The marketing team has compiled the latest campaign metrics and insights which are included below for your review. This message contains important information about the upcoming schedule and deliverables for our project. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. This message contains important information about the upcoming schedule and deliverables for our project. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives.",0,0
Team Meeting Tomorrow,"As a reminder, all timesheets must be submitted by Friday to ensure accurate payroll processing. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. As a reminder, all timesheets must be submitted by Friday to ensure accurate payroll processing. As a reminder, all timesheets must be submitted by Friday to ensure accurate payroll processing. For questions, reach out to the project lead or reply to this email and someone will assist you.",0,0
Team Meeting Tomorrow,"As a reminder, all timesheets must be submitted by Friday to ensure accurate payroll processing. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. This message contains important information about the upcoming schedule and deliverables for our project. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. The marketing team has compiled the latest campaign metrics and insights which are included below for your review.",1,0
Project Update,"As a reminder, all timesheets must be submitted by Friday to ensure accurate payroll processing. The marketing team has compiled the latest campaign metrics and insights which are included below for your review. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. Please see the attached document and review the proposed changes before the end of the week. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. Please check the attached files for more details and add your comments to the shared document by EOD. For questions, reach out to the project lead or reply to this email and someone will assist you.",0,0
Weekly Report,"This message contains important information about the upcoming schedule and deliverables for our project. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. The marketing team has compiled the latest campaign metrics and insights which are included below for your review. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective. This message contains important information about the upcoming schedule and deliverables for our project.",0,0
Confirm Your Email,"Click the link below to immediately secure your account and confirm your identity within 24 hours. To receive your package or prize, provide confirmation with valid personal details on the linked form. You have been specially selected for an exclusive offer; click to finalize your acceptance. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/9102",1,1
Security Alert: Account Compromised,"To receive your package or prize, provide confirmation with valid personal details on the linked form. An important document requires your confirmation; access it through the link provided to avoid penalties. Security alert: please reset your credentials immediately to prevent data exposure. Claim your reward now by providing your details; limited slots are available and verification is required. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/8214 http://malicious.example/9304 http://malicious.example/7124",3,1
Confirm Your Email,Your payment could not be processed; update your billing information to avoid service interruption. Security alert: please reset your credentials immediately to prevent data exposure. Unauthorized login attempts were detected; verify your identity to prevent further access. Click the link below to immediately secure your account and confirm your identity within 24 hours. An important document requires your confirmation; access it through the link provided to avoid penalties. If you do not act now your account will be limited. Follow the link to resolve this issue. Recent transaction: -$32 at Unknown Merchant. http://malicious.example/6902 http://malicious.example/6488,2,1
Team Meeting Tomorrow,"Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. This message contains important information about the upcoming schedule and deliverables for our project. The marketing team has compiled the latest campaign metrics and insights which are included below for your review. The marketing team has compiled the latest campaign metrics and insights which are included below for your review. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective. Please check the attached files for more details and add your comments to the shared document by EOD. For questions, reach out to the project lead or reply to this email and someone will assist you.",0,0
Unusual Login Detected,Unauthorized login attempts were detected; verify your identity to prevent further access. An important document requires your confirmation; access it through the link provided to avoid penalties. We detected unusual activity and require you to verify your recent transactions via the secure portal. Click the link below to immediately secure your account and confirm your identity within 24 hours. Claim your reward now by providing your details; limited slots are available and verification is required. We detected unusual activity and require you to verify your recent transactions via the secure portal. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/6495 http://malicious.example/7446,2,1
Finalize Your Payment Details,"To receive your package or prize, provide confirmation with valid personal details on the linked form. Failure to respond within the specified timeframe may result in temporary suspension of your account. An important document requires your confirmation; access it through the link provided to avoid penalties. Failure to respond within the specified timeframe may result in temporary suspension of your account. We detected unusual activity and require you to verify your recent transactions via the secure portal. If you do not act now your account will be limited. Follow the link to resolve this issue. Recent transaction: -$332 at Online Store. http://malicious.example/8145 http://malicious.example/3372",2,1
Training Session Invitation,"The marketing team has compiled the latest campaign metrics and insights which are included below for your review. As a reminder, all timesheets must be submitted by Friday to ensure accurate payroll processing. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. Please see the attached document and review the proposed changes before the end of the week. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. The vendor provided the requested materials and timelines; please comment if there are any discrepancies.",1,0
Holiday Schedule,"We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. Please check the attached files for more details and add your comments to the shared document by EOD. For questions, reach out to the project lead or reply to this email and someone will assist you.",0,0
Confirm Your Email,You have been specially selected for an exclusive offer; click to finalize your acceptance. You have been specially selected for an exclusive offer; click to finalize your acceptance. Failure to respond within the specified timeframe may result in temporary suspension of your account. Claim your reward now by providing your details; limited slots are available and verification is required. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/7484 http://malicious.example/1315,2,1
Security Alert: Account Compromised,"Your payment could not be processed; update your billing information to avoid service interruption. We detected unusual activity and require you to verify your recent transactions via the secure portal. Unauthorized login attempts were detected; verify your identity to prevent further access. Claim your reward now by providing your details; limited slots are available and verification is required. To receive your package or prize, provide confirmation with valid personal details on the linked form. If you do not act now your account will be limited. Follow the link to resolve this issue. Recent transaction: -$245 at Online Store. http://malicious.example/9659 http://malicious.example/5715",2,1
Immediate Action Required: Account Suspension,"Claim your reward now by providing your details; limited slots are available and verification is required. Unauthorized login attempts were detected; verify your identity to prevent further access. Security alert: please reset your credentials immediately to prevent data exposure. To receive your package or prize, provide confirmation with valid personal details on the linked form. Failure to respond within the specified timeframe may result in temporary suspension of your account. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/7660 http://malicious.example/3576",2,1
Verify Billing Information,"Security alert: please reset your credentials immediately to prevent data exposure. You have been specially selected for an exclusive offer; click to finalize your acceptance. An important document requires your confirmation; access it through the link provided to avoid penalties. To receive your package or prize, provide confirmation with valid personal details on the linked form. Security alert: please reset your credentials immediately to prevent data exposure. Claim your reward now by providing your details; limited slots are available and verification is required. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/2378 http://malicious.example/9390 http://malicious.example/7450",3,1
Reset Your Password Immediately,Security alert: please reset your credentials immediately to prevent data exposure. We detected unusual activity and require you to verify your recent transactions via the secure portal. Your payment could not be processed; update your billing information to avoid service interruption. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/8403 http://malicious.example/2342 http://malicious.example/8571,3,1
Holiday Schedule,"If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. The vendor provided the requested materials and timelines; please comment if there are any discrepancies. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective. Please check the attached files for more details and add your comments to the shared document by EOD.",0,0
Reset Your Password Immediately,An important document requires your confirmation; access it through the link provided to avoid penalties. Unauthorized login attempts were detected; verify your identity to prevent further access. Failure to respond within the specified timeframe may result in temporary suspension of your account. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/5989,1,1
Client Feedback Summary,"Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. The vendor provided the requested materials and timelines; please comment if there are any discrepancies. This message contains important information about the upcoming schedule and deliverables for our project. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. Please check the attached files for more details and add your comments to the shared document by EOD. For questions, reach out to the project lead or reply to this email and someone will assist you.",0,0
Monthly Newsletter,"If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. The marketing team has compiled the latest campaign metrics and insights which are included below for your review. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. The vendor provided the requested materials and timelines; please comment if there are any discrepancies. As a reminder, all timesheets must be submitted by Friday to ensure accurate payroll processing. This message contains important information about the upcoming schedule and deliverables for our project. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. Please check the attached files for more details and add your comments to the shared document by EOD.",0,0
Exclusive Offer: Limited Time Reward,"We detected unusual activity and require you to verify your recent transactions via the secure portal. Failure to respond within the specified timeframe may result in temporary suspension of your account. Your payment could not be processed; update your billing information to avoid service interruption. Unauthorized login attempts were detected; verify your identity to prevent further access. To receive your package or prize, provide confirmation with valid personal details on the linked form. If you do not act now your account will be limited. Follow the link to resolve this issue. Recent transaction: -$437 at Subscription Service. http://malicious.example/4016 http://malicious.example/3926 http://malicious.example/6795",3,1
Verify Billing Information,Claim your reward now by providing your details; limited slots are available and verification is required. Unauthorized login attempts were detected; verify your identity to prevent further access. Unauthorized login attempts were detected; verify your identity to prevent further access. Failure to respond within the specified timeframe may result in temporary suspension of your account. If you do not act now your account will be limited. Follow the link to resolve this issue. http://malicious.example/2740 http://malicious.example/7409 http://malicious.example/7049,3,1
Monthly Newsletter,"Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. If you cannot attend the meeting, notify your manager and share your updates in the meeting notes document. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. For questions, reach out to the project lead or reply to this email and someone will assist you.",1,0
Exclusive Offer: Limited Time Reward,"An important document requires your confirmation; access it through the link provided to avoid penalties. We detected unusual activity and require you to verify your recent transactions via the secure portal. To receive your package or prize, provide confirmation with valid personal details on the linked form. If you do not act now your account will be limited. Follow the link to resolve this issue. Recent transaction: -$227 at Unknown Merchant. http://malicious.example/4019 http://malicious.example/7860",2,1
Unusual Login Detected,Security alert: please reset your credentials immediately to prevent data exposure. You have been specially selected for an exclusive offer; click to finalize your acceptance. Failure to respond within the specified timeframe may result in temporary suspension of your account. If you do not act now your account will be limited. Follow the link to resolve this issue. Recent transaction: -$442 at Online Store. http://malicious.example/6289,1,1
Client Feedback Summary,"The vendor provided the requested materials and timelines; please comment if there are any discrepancies. This message contains important information about the upcoming schedule and deliverables for our project. Attached you will find the detailed agenda, the slide deck, and a link to the collaborative document for edits. The vendor provided the requested materials and timelines; please comment if there are any discrepancies. We appreciate everyone's effort this quarter and look forward to continuing progress on these initiatives. We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective.",0,0
Project Update,"The marketing team has compiled the latest campaign metrics and insights which are included below for your review. We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective. Please see the attached document and review the proposed changes before the end of the week. For questions, reach out to the project lead or reply to this email and someone will assist you.",1,0
Training Session Invitation,The marketing team has compiled the latest campaign metrics and insights which are included below for your review. Our office will undergo scheduled maintenance this weekend; please relocate any sensitive equipment if necessary. We will hold a follow-up meeting to discuss feedback and action items derived from the last sprint retrospective.,0,0
